;Season;Lg;W;L;Finish;Age;Ht.;Wt.;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Year
1274;2012-13;NBA;43;39;3;26.3;6-7;224.0;82;19880.0;3046;6710;0.454;507.0;1385.0;0.366;2539;5325;0.477;1439;1883;0.764;989.0;2457.0;3446.0;1859;690.0;515.0;1210.0;1750;8038;UTA;2012
1275;2011-12;NBA;36;30;3;25.6;6-7;222.0;66;16165.0;2523;5531;0.456;273.0;845.0;0.323;2250;4686;0.48;1258;1668;0.754;861.0;2055.0;2916.0;1439;545.0;385.0;936.0;1441;6577;UTA;2011
1276;2010-11;NBA;39;43;4;26.8;6-6;224.0;82;19880.0;3064;6590;0.465;435.0;1256.0;0.346;2629;5334;0.493;1590;2061;0.771;898.0;2338.0;3236.0;1921;629.0;484.0;1175.0;1865;8153;UTA;2010
1277;2009-10;NBA;53;29;2;25.6;6-7;228.0;82;19755.0;3227;6575;0.491;439.0;1207.0;0.364;2788;5368;0.519;1654;2233;0.741;872.0;2588.0;3460.0;2187;675.0;400.0;1246.0;1859;8547;UTA;2009
1278;2008-09;NBA;48;34;3;25.5;6-6;225.0;82;19880.0;3143;6623;0.475;392.0;1122.0;0.349;2751;5501;0.5;1814;2352;0.771;940.0;2423.0;3363.0;2024;719.0;374.0;1210.0;1830;8492;UTA;2008
1279;2007-08;NBA;54;28;1;25.3;6-7;229.0;82;19705.0;3279;6592;0.497;407.0;1095.0;0.372;2872;5497;0.522;1745;2298;0.759;942.0;2410.0;3352.0;2165;717.0;355.0;1200.0;1970;8710;UTA;2007
1280;2006-07;NBA;51;31;1;25.9;6-6;229.0;82;19805.0;3069;6471;0.474;354.0;1056.0;0.335;2715;5415;0.501;1830;2462;0.743;1030.0;2456.0;3486.0;2024;577.0;339.0;1277.0;2067;8322;UTA;2006
1281;2005-06;NBA;41;41;2;25.6;6-7;228.0;82;19880.0;2744;6207;0.442;311.0;925.0;0.336;2433;5282;0.461;1774;2466;0.719;1071.0;2380.0;3451.0;1772;524.0;492.0;1290.0;2032;7573;UTA;2005
1282;2004-05;NBA;26;56;5;25.7;6-7;222.0;82;19780.0;2828;6301;0.449;250.0;762.0;0.328;2578;5539;0.465;1719;2272;0.757;1047.0;2243.0;3290.0;1826;541.0;374.0;1292.0;2189;7625;UTA;2004
1283;2003-04;NBA;42;40;7;24.9;6-7;222.0;82;19780.0;2690;6172;0.436;252.0;786.0;0.321;2438;5386;0.453;1639;2196;0.746;1103.0;2272.0;3375.0;1671;583.0;494.0;1365.0;2096;7271;UTA;2003
1284;2002-03;NBA;47;35;4;30.9;6-7;224.0;82;19780.0;2894;6189;0.468;224.0;641.0;0.349;2670;5548;0.481;1750;2349;0.745;1021.0;2381.0;3402.0;2103;708.0;467.0;1374.0;1837;7762;UTA;2002
1285;2001-02;NBA;44;38;4;29.9;6-7;223.0;82;19830.0;2869;6374;0.45;280.0;842.0;0.333;2589;5532;0.468;1853;2430;0.763;1109.0;2349.0;3458.0;1999;749.0;523.0;1353.0;1971;7871;UTA;2001
1286;2000-01;NBA;53;29;2;32.0;6-6;217.0;82;19780.0;2960;6289;0.471;325.0;852.0;0.381;2635;5437;0.485;1714;2280;0.752;943.0;2383.0;3326.0;2110;661.0;463.0;1296.0;2107;7959;UTA;2000
1287;1999-00;NBA;55;27;1;31.5;6-6;216.0;82;19755.0;2962;6380;0.464;329.0;854.0;0.385;2633;5526;0.476;1661;2150;0.773;936.0;2426.0;3362.0;2041;629.0;446.0;1220.0;2013;7914;UTA;1999
1288;1998-99;NBA;37;13;2;30.3;6-6;220.0;50;12175.0;1684;3620;0.465;140.0;388.0;0.361;1544;3232;0.478;1158;1510;0.767;555.0;1508.0;2063.0;1204;398.0;276.0;814.0;1133;4666;UTA;1998
1289;1997-98;NBA;62;20;1;29.7;6-6;218.0;82;19780.0;2993;6113;0.49;249.0;670.0;0.372;2744;5443;0.504;2044;2644;0.773;962.0;2405.0;3367.0;2070;648.0;412.0;1260.0;1961;8279;UTA;1997
1290;1996-97;NBA;64;18;1;29.6;6-6;218.0;82;19830.0;3131;6217;0.504;334.0;902.0;0.37;2797;5315;0.526;1858;2416;0.769;889.0;2410.0;3299.0;2199;748.0;418.0;1259.0;1981;8454;UTA;1996
1291;1995-96;NBA;55;27;2;29.5;6-6;217.0;82;19780.0;3129;6417;0.488;377.0;1013.0;0.372;2752;5404;0.509;1769;2302;0.768;993.0;2373.0;3366.0;2139;667.0;418.0;1215.0;2046;8404;UTA;1995
1292;1994-95;NBA;60;22;2;29.6;6-6;215.0;82;19780.0;3243;6339;0.512;301.0;801.0;0.376;2942;5538;0.531;1939;2483;0.781;874.0;2412.0;3286.0;2256;758.0;392.0;1289.0;2045;8726;UTA;1994
1293;1993-94;NBA;53;29;3;29.4;6-6;216.0;82;19830.0;3207;6729;0.477;179.0;559.0;0.32;3028;6170;0.491;1761;2379;0.74;1059.0;2385.0;3444.0;2179;751.0;364.0;1191.0;1988;8354;UTA;1993
1294;1992-93;NBA;47;35;3;29.3;6-6;217.0;82;19755.0;3336;6828;0.489;130.0;414.0;0.314;3206;6414;0.5;1907;2491;0.766;1041.0;2463.0;3504.0;2177;746.0;344.0;1270.0;1965;8709;UTA;1992
1295;1991-92;NBA;55;27;1;28.5;6-6;219.0;82;19880.0;3379;6866;0.492;158.0;458.0;0.345;3221;6408;0.503;1961;2490;0.788;1097.0;2543.0;3640.0;2188;715.0;448.0;1264.0;1746;8877;UTA;1991
1296;1990-91;NBA;54;28;2;28.7;6-7;219.0;82;19780.0;3214;6537;0.492;148.0;458.0;0.323;3066;6079;0.504;1951;2472;0.789;867.0;2474.0;3341.0;2217;652.0;451.0;1305.0;1796;8527;UTA;1990
1297;1989-90;NBA;55;27;2;27.6;6-7;218.0;82;19830.0;3330;6593;0.505;226.0;630.0;0.359;3104;5963;0.521;1874;2484;0.754;953.0;2501.0;3454.0;2212;677.0;491.0;1410.0;2031;8760;UTA;1989
1298;1988-89;NBA;51;31;1;27.4;6-7;220.0;82;19730.0;3182;6595;0.482;114.0;380.0;0.3;3068;6215;0.494;2110;2742;0.77;1050.0;2607.0;3657.0;2108;720.0;583.0;1532.0;1894;8588;UTA;1988
1299;1987-88;NBA;47;35;3;27.3;6-7;217.0;82;19705.0;3484;7092;0.491;129.0;404.0;0.319;3355;6688;0.502;1802;2404;0.75;1066.0;2553.0;3619.0;2407;771.0;627.0;1481.0;1986;8899;UTA;1987
1300;1986-87;NBA;44;38;2;26.9;6-7;214.0;82;19755.0;3485;7514;0.464;139.0;448.0;0.31;3346;7066;0.474;1735;2389;0.726;1194.0;2456.0;3650.0;2240;835.0;628.0;1403.0;2040;8844;UTA;1986
1301;1985-86;NBA;42;40;4;26.2;6-7;212.0;82;19780.0;3453;7083;0.488;35.0;169.0;0.207;3418;6914;0.494;1930;2694;0.716;1068.0;2479.0;3547.0;2199;717.0;666.0;1518.0;2038;8871;UTA;1985
1302;1984-85;NBA;41;41;4;26.9;6-7;212.0;82;19755.0;3478;7302;0.476;103.0;307.0;0.336;3375;6995;0.482;1878;2434;0.772;1081.0;2554.0;3635.0;2143;712.0;697.0;1575.0;1961;8937;UTA;1984
1303;1983-84;NBA;45;37;1;26.8;6-7;210.0;82;19780.0;3606;7242;0.498;101.0;317.0;0.319;3505;6925;0.506;2115;2708;0.781;1096.0;2522.0;3618.0;2230;695.0;604.0;1510.0;1978;9428;UTA;1983
1304;1982-83;NBA;30;52;5;25.7;6-7;210.0;82;19755.0;3525;7342;0.48;44.0;183.0;0.24;3481;7159;0.486;1844;2440;0.756;1093.0;2550.0;3643.0;2176;758.0;595.0;1683.0;2017;8938;UTA;1982
1305;1981-82;NBA;25;57;6;24.8;6-5;207.0;82;19780.0;3679;7446;0.494;22.0;97.0;0.227;3657;7349;0.498;1714;2282;0.751;1147.0;2362.0;3509.0;1895;700.0;357.0;1435.0;2196;9094;UTA;1981
1306;1980-81;NBA;28;54;5;25.1;6-5;204.0;82;19730.0;3332;6825;0.488;42.0;163.0;0.258;3290;6662;0.494;1595;2080;0.767;962.0;2325.0;3287.0;1948;637.0;386.0;1423.0;2110;8301;UTA;1980
1307;1979-80;NBA;24;58;5;25.9;6-5;205.0;82;19805.0;3382;6817;0.496;59.0;185.0;0.319;3323;6632;0.501;1571;1943;0.809;967.0;2359.0;3326.0;2005;656.0;362.0;1543.0;2006;8394;UTA;1979
1308;1978-79;NBA;26;56;6;26.7;6-6;207.0;82;19705.0;3517;7511;0.468;;;;3517;7511;0.468;1848;2409;0.767;1234.0;2676.0;3910.0;2079;760.0;559.0;1764.0;1940;8882;UTA;1978
1309;1977-78;NBA;39;43;5;26.7;6-6;205.0;82;19780.0;3568;7717;0.462;;;;3568;7717;0.462;1690;2331;0.725;1309.0;2907.0;4216.0;2079;662.0;514.0;1694.0;1938;8826;UTA;1977
1310;1976-77;NBA;35;47;5;26.1;6-6;203.0;82;19780.0;3443;7602;0.453;;;;3443;7602;0.453;1688;2183;0.773;1249.0;2828.0;4077.0;1854;613.0;357.0;1706.0;2099;8574;UTA;1976
1311;1975-76;NBA;38;44;4;25.5;6-6;202.0;82;19880.0;3352;7491;0.447;;;;3352;7491;0.447;1831;2415;0.758;1189.0;2779.0;3968.0;1765;750.0;343.0;1659.0;2175;8535;UTA;1975
1312;1974-75;NBA;23;59;5;26.0;6-6;202.0;82;19730.0;3301;7509;0.44;;;;3301;7509;0.44;1717;2247;0.764;1144.0;2616.0;3760.0;1818;725.0;256.0;1802.0;2222;8319;UTA;1974
1313;2022-23;NBA;40;42;3;22.8;6-6;203.0;82;19855.0;3533;7590;0.465;995.0;2797.0;0.356;2538;4793;0.53;1572;1944;0.809;934.0;2645.0;3579.0;2002;676.0;341.0;1069.0;1722;9633;OKC;2022
1314;2021-22;NBA;24;58;5;22.4;6-6;206.0;82;19805.0;3141;7310;0.43;991.0;3066.0;0.323;2150;4244;0.507;1233;1632;0.756;854.0;2887.0;3741.0;1822;622.0;380.0;1145.0;1497;8506;OKC;2021
1315;2020-21;NBA;22;50;5;22.8;6-7;209.0;72;17355.0;2795;6338;0.441;857.0;2529.0;0.339;1938;3809;0.509;1113;1536;0.725;715.0;2568.0;3283.0;1588;504.0;316.0;1162.0;1305;7560;OKC;2020
1316;2019-20;NBA;44;28;2;25.5;6-5;206.0;72;17430.0;2879;6156;0.468;770.0;2171.0;0.355;2109;3985;0.529;1422;1787;0.796;593.0;2495.0;3088.0;1562;550.0;353.0;986.0;1390;7950;OKC;2019
1317;2018-19;NBA;49;33;4;25.7;6-7;215.0;82;19855.0;3497;7706;0.454;932.0;2677.0;0.348;2565;5029;0.51;1461;2049;0.713;1031.0;2911.0;3942.0;1917;766.0;425.0;1145.0;1839;9387;OKC;2018
1318;2017-18;NBA;48;34;2;27.3;6-7;219.0;82;19830.0;3271;7221;0.453;881.0;2491.0;0.354;2390;4730;0.505;1421;1985;0.716;1024.0;2671.0;3695.0;1750;743.0;412.0;1147.0;1653;8844;OKC;2017
1319;2016-17;NBA;47;35;2;24.7;6-7;218.0;82;19805.0;3237;7169;0.452;692.0;2116.0;0.327;2545;5053;0.504;1575;2113;0.745;1002.0;2821.0;3823.0;1721;648.0;408.0;1230.0;1715;8741;OKC;2016
1320;2015-16;NBA;55;27;1;25.8;6-7;227.0;82;19830.0;3372;7082;0.476;678.0;1945.0;0.349;2694;5137;0.524;1616;2067;0.782;1071.0;2916.0;3987.0;1883;603.0;487.0;1305.0;1691;9038;OKC;2015
1321;2014-15;NBA;45;37;2;25.4;6-6;221.0;82;19830.0;3184;7119;0.447;632.0;1864.0;0.339;2552;5255;0.486;1524;2020;0.754;1052.0;2844.0;3896.0;1681;598.0;454.0;1205.0;1829;8524;OKC;2014
1322;2013-14;NBA;59;23;1;26.2;6-7;219.0;82;19805.0;3194;6782;0.471;664.0;1839.0;0.361;2530;4943;0.512;1653;2052;0.806;887.0;2781.0;3668.0;1794;678.0;501.0;1256.0;1858;8705;OKC;2013
1323;2012-13;NBA;60;22;1;26.0;6-7;219.0;82;19830.0;3126;6504;0.481;598.0;1588.0;0.377;2528;4916;0.514;1819;2196;0.828;854.0;2725.0;3579.0;1753;679.0;624.0;1253.0;1654;8669;OKC;2012
1324;2011-12;NBA;47;19;1;25.1;6-6;221.0;66;15990.0;2462;5229;0.471;472.0;1317.0;0.358;1990;3912;0.509;1406;1744;0.806;726.0;2157.0;2883.0;1224;498.0;539.0;1079.0;1352;6802;OKC;2011
1325;2010-11;NBA;55;27;1;23.7;6-7;218.0;82;20005.0;3066;6609;0.464;487.0;1403.0;0.347;2579;5206;0.495;1977;2401;0.823;903.0;2604.0;3507.0;1672;654.0;487.0;1156.0;1836;8596;OKC;2010
1326;2009-10;NBA;50;32;4;23.2;6-7;219.0;82;19805.0;3063;6629;0.462;418.0;1229.0;0.34;2645;5400;0.49;1778;2210;0.805;960.0;2607.0;3567.0;1639;654.0;481.0;1227.0;1743;8322;OKC;2009
1327;2008-09;NBA;23;59;5;24.5;6-7;219.0;82;19805.0;2999;6716;0.447;328.0;949.0;0.346;2671;5767;0.463;1626;2069;0.786;999.0;2497.0;3496.0;1663;608.0;371.0;1330.0;1655;7952;OKC;2008
1328;2007-08;NBA;20;62;5;25.4;6-7;222.0;82;19830.0;3125;7032;0.444;313.0;939.0;0.333;2812;6093;0.462;1436;1866;0.77;971.0;2688.0;3659.0;1748;531.0;400.0;1310.0;1680;7999;OKC;2007
1329;2006-07;NBA;31;51;5;25.9;6-6;217.0;82;19830.0;3047;6628;0.46;525.0;1451.0;0.362;2522;5177;0.487;1511;1911;0.791;928.0;2322.0;3250.0;1695;631.0;301.0;1268.0;1801;8130;OKC;2006
1330;2005-06;NBA;35;47;3;25.6;6-7;217.0;82;19830.0;3077;6711;0.459;605.0;1631.0;0.371;2472;5080;0.487;1652;2104;0.785;1013.0;2233.0;3246.0;1696;622.0;306.0;1208.0;1933;8411;OKC;2005
1331;2004-05;NBA;52;30;1;26.0;6-6;221.0;82;19755.0;2882;6498;0.444;666.0;1824.0;0.365;2216;4674;0.474;1683;2131;0.79;1041.0;2311.0;3352.0;1487;553.0;338.0;1113.0;1944;8113;OKC;2004
1332;2003-04;NBA;37;45;5;26.0;6-7;218.0;82;19805.0;2939;6590;0.446;723.0;1936.0;0.373;2216;4654;0.476;1363;1782;0.765;907.0;2318.0;3225.0;1782;661.0;387.0;1188.0;1784;7964;OKC;2003
1333;2002-03;NBA;40;42;5;26.9;6-7;219.0;82;19855.0;2887;6599;0.437;456.0;1291.0;0.353;2431;5308;0.458;1325;1780;0.744;963.0;2385.0;3348.0;1775;679.0;295.0;1085.0;1712;7555;OKC;2002
1334;2001-02;NBA;45;37;4;26.9;6-7;216.0;82;19830.0;3131;6681;0.469;489.0;1292.0;0.378;2642;5389;0.49;1263;1672;0.755;968.0;2333.0;3301.0;1926;698.0;364.0;1124.0;1732;8014;OKC;2001
1335;2000-01;NBA;44;38;5;27.9;6-7;213.0;82;19805.0;3029;6649;0.456;466.0;1169.0;0.399;2563;5480;0.468;1454;1986;0.732;999.0;2422.0;3421.0;1792;657.0;409.0;1252.0;1733;7978;OKC;2000
1336;1999-00;NBA;45;37;4;28.5;6-7;208.0;82;19780.0;3108;6946;0.447;546.0;1611.0;0.339;2562;5335;0.48;1363;1960;0.695;1042.0;2483.0;3525.0;1878;657.0;345.0;1152.0;1776;8125;OKC;1999
1337;1998-99;NBA;25;25;5;31.2;6-7;208.0;50;12100.0;1756;3976;0.442;309.0;899.0;0.344;1447;3077;0.47;922;1354;0.681;676.0;1422.0;2098.0;1087;393.0;201.0;765.0;1047;4743;OKC;1998
1338;1997-98;NBA;61;21;1;31.1;6-7;208.0;82;19755.0;3052;6458;0.473;621.0;1569.0;0.396;2431;4889;0.497;1521;2109;0.721;931.0;2225.0;3156.0;1986;804.0;376.0;1145.0;1812;8246;OKC;1997
1339;1996-97;NBA;57;25;1;30.0;6-7;207.0;82;19780.0;2995;6415;0.467;559.0;1583.0;0.353;2436;4832;0.504;1725;2295;0.752;1010.0;2271.0;3281.0;1931;904.0;388.0;1231.0;1803;8274;OKC;1996
1340;1995-96;NBA;64;18;1;29.6;6-6;211.0;82;19880.0;3074;6401;0.48;581.0;1596.0;0.364;2493;4805;0.519;1843;2424;0.76;954.0;2449.0;3403.0;1999;882.0;393.0;1441.0;1967;8572;OKC;1995
1341;1994-95;NBA;57;25;2;28.7;6-7;211.0;82;19830.0;3310;6741;0.491;491.0;1305.0;0.376;2819;5436;0.519;1944;2564;0.758;1068.0;2337.0;3405.0;2115;917.0;392.0;1295.0;2067;9055;OKC;1994
1342;1993-94;NBA;63;19;1;28.1;6-7;210.0;82;19730.0;3338;6901;0.484;242.0;722.0;0.335;3096;6179;0.501;1769;2374;0.745;1148.0;2233.0;3381.0;2112;1053.0;365.0;1262.0;1914;8687;OKC;1993
1343;1992-93;NBA;55;27;2;27.7;6-6;207.0;82;19780.0;3473;7140;0.486;218.0;610.0;0.357;3255;6530;0.498;1720;2259;0.761;1222.0;2254.0;3476.0;1906;944.0;409.0;1267.0;1971;8884;OKC;1992
1344;1991-92;NBA;47;35;4;27.3;6-6;209.0;82;19855.0;3380;7128;0.474;205.0;647.0;0.317;3175;6481;0.49;1772;2263;0.783;1282.0;2257.0;3539.0;1877;775.0;448.0;1323.0;1952;8737;OKC;1991
1345;1990-91;NBA;41;41;5;26.2;6-6;206.0;82;19880.0;3500;7117;0.492;136.0;427.0;0.319;3364;6690;0.503;1608;2143;0.75;1222.0;2173.0;3395.0;2042;861.0;380.0;1404.0;1973;8744;OKC;1990
1346;1989-90;NBA;41;41;4;25.6;6-6;202.0;82;19905.0;3466;7243;0.479;231.0;650.0;0.355;3235;6593;0.491;1606;2167;0.741;1323.0;2255.0;3578.0;1874;701.0;335.0;1336.0;2064;8769;OKC;1989
1347;1988-89;NBA;47;35;3;26.3;6-7;207.0;82;19780.0;3564;7478;0.477;293.0;774.0;0.379;3271;6704;0.488;1775;2379;0.746;1397.0;2238.0;3635.0;2083;864.0;494.0;1403.0;2027;9196;OKC;1988
1348;1987-88;NBA;44;38;3;25.6;6-7;207.0;82;19855.0;3544;7443;0.476;221.0;638.0;0.346;3323;6805;0.488;1826;2442;0.748;1313.0;2314.0;3627.0;2146;775.0;447.0;1376.0;2380;9135;OKC;1987
1349;1986-87;NBA;39;43;4;26.1;6-7;208.0;82;19855.0;3593;7451;0.482;191.0;571.0;0.335;3402;6880;0.494;1948;2571;0.758;1373.0;2395.0;3768.0;2184;705.0;450.0;1509.0;2224;9325;OKC;1986
1350;1985-86;NBA;31;51;5;26.6;6-6;205.0;82;19930.0;3335;7059;0.472;79.0;300.0;0.263;3256;6759;0.482;1815;2331;0.779;1145.0;2256.0;3401.0;1977;745.0;295.0;1435.0;2168;8564;OKC;1985
1351;1984-85;NBA;31;51;4;26.4;6-6;209.0;82;19705.0;3277;6910;0.474;45.0;185.0;0.243;3232;6725;0.481;1777;2305;0.771;1019.0;2287.0;3306.0;2185;649.0;343.0;1493.0;1974;8376;OKC;1984
1352;1983-84;NBA;42;40;3;27.1;6-6;205.0;82;19780.0;3460;7083;0.488;27.0;140.0;0.193;3433;6943;0.494;1918;2460;0.78;1064.0;2332.0;3396.0;2233;636.0;350.0;1360.0;1884;8865;OKC;1983
1353;1982-83;NBA;48;34;3;27.4;6-6;211.0;82;19805.0;3597;7277;0.494;29.0;138.0;0.21;3568;7139;0.5;1796;2459;0.73;1152.0;2569.0;3721.0;2278;677.0;437.0;1533.0;1969;9019;OKC;1982
1354;1981-82;NBA;52;30;2;26.4;6-7;209.0;82;19830.0;3505;7178;0.488;38.0;153.0;0.248;3467;7025;0.494;1747;2362;0.74;1103.0;2544.0;3647.0;2103;691.0;460.0;1351.0;2057;8795;OKC;1981
1355;1980-81;NBA;34;48;6;26.8;6-6;209.0;82;19780.0;3343;7145;0.468;32.0;117.0;0.274;3311;7028;0.471;1813;2376;0.763;1167.0;2434.0;3601.0;1945;628.0;438.0;1524.0;1986;8531;OKC;1980
1356;1979-80;NBA;56;26;2;27.0;6-6;204.0;82;19830.0;3554;7565;0.47;59.0;189.0;0.312;3495;7376;0.474;1730;2253;0.768;1380.0;2550.0;3930.0;2043;750.0;428.0;1496.0;1865;8897;OKC;1979
1357;1978-79;NBA;52;30;1;26.8;6-6;205.0;82;19755.0;3504;7484;0.468;;;;3504;7484;0.468;1732;2298;0.754;1310.0;2591.0;3901.0;1973;690.0;398.0;1586.0;1914;8740;OKC;1978
1358;1977-78;NBA;47;35;3;26.0;6-6;201.0;82;19780.0;3445;7715;0.447;;;;3445;7715;0.447;1675;2352;0.712;1456.0;2601.0;4057.0;1799;782.0;429.0;1636.0;2008;8565;OKC;1977
1359;1976-77;NBA;40;42;4;25.0;6-6;199.0;82;19805.0;3439;7639;0.45;;;;3439;7639;0.45;1646;2386;0.69;1355.0;2433.0;3788.0;1772;932.0;503.0;1759.0;2198;8524;OKC;1976
1360;1975-76;NBA;43;39;2;24.5;6-6;203.0;82;19780.0;3542;7730;0.458;;;;3542;7730;0.458;1642;2309;0.711;1217.0;2498.0;3715.0;1935;866.0;355.0;1615.0;2133;8726;OKC;1975
1361;1974-75;NBA;43;39;2;25.6;6-6;205.0;82;19880.0;3488;7653;0.456;;;;3488;7653;0.456;1475;1970;0.749;1142.0;2579.0;3721.0;1997;837.0;378.0;1610.0;1977;8451;OKC;1974
1362;1973-74;NBA;36;46;3;26.0;6-5;208.0;82;19755.0;3584;8056;0.445;;;;3584;8056;0.445;1606;2095;0.767;1323.0;2706.0;4029.0;2106;689.0;294.0;1622.0;2074;8774;OKC;1973
1363;1972-73;NBA;26;56;4;25.1;6-6;209.0;82;19780.0;3447;7681;0.449;;;;3447;7681;0.449;1606;2080;0.772;;;4161.0;1958;;;;1877;8500;OKC;1972
1364;1971-72;NBA;47;35;3;26.7;6-5;208.0;82;19755.0;3461;7457;0.464;;;;3461;7457;0.464;2035;2659;0.765;;;4123.0;1976;;;;1738;8957;OKC;1971
1365;1970-71;NBA;38;44;4;27.1;6-5;209.0;82;19730.0;3664;8034;0.456;;;;3664;8034;0.456;2101;2790;0.753;;;4456.0;2049;;;;1917;9429;OKC;1970
1366;1969-70;NBA;36;46;5;27.6;6-5;204.0;82;19780.0;3709;8029;0.462;;;;3709;8029;0.462;2171;2851;0.761;;;4312.0;2214;;;;2175;9589;OKC;1969
1367;1968-69;NBA;30;52;6;25.9;6-5;204.0;82;19830.0;3543;8149;0.435;;;;3543;8149;0.435;2105;2979;0.707;;;4498.0;1927;;;;2281;9191;OKC;1968
1368;1967-68;NBA;23;59;5;25.1;6-5;204.0;82;19755.0;3772;8593;0.439;;;;3772;8593;0.439;2188;3042;0.719;;;5338.0;1998;;;;2372;9732;OKC;1967
1369;2022-23;NBA;43;39;5;27.9;6-6;212.0;82;19880.0;3516;7298;0.482;885.0;2558.0;0.346;2631;4740;0.555;1691;2182;0.775;818.0;2930.0;3748.0;2072;526.0;378.0;1154.0;1466;9608;LAL;2022
1370;2021-22;NBA;33;49;4;30.2;6-5;221.0;82;19980.0;3415;7279;0.469;982.0;2826.0;0.347;2433;4453;0.546;1380;1884;0.732;782.0;2826.0;3608.0;1968;626.0;425.0;1191.0;1654;9192;LAL;2021
1371;2020-21;NBA;42;30;3;28.2;6-6;223.0;72;17455.0;2925;6197;0.472;796.0;2248.0;0.354;2129;3949;0.539;1241;1679;0.739;695.0;2490.0;3185.0;1775;562.0;386.0;1095.0;1377;7887;LAL;2020
1372;2019-20;NBA;52;19;1;29.5;6-6;224.0;71;17090.0;3006;6269;0.48;782.0;2242.0;0.349;2224;4027;0.552;1260;1728;0.729;757.0;2490.0;3247.0;1803;612.0;468.0;1077.0;1471;8054;LAL;2019
1373;2018-19;NBA;37;45;4;26.2;6-7;219.0;82;19780.0;3491;7425;0.47;847.0;2541.0;0.333;2644;4884;0.541;1336;1910;0.699;835.0;2985.0;3820.0;2096;618.0;440.0;1284.0;1701;9165;LAL;2018
1374;2017-18;NBA;35;47;3;23.7;6-7;216.0;82;19905.0;3338;7248;0.461;822.0;2384.0;0.345;2516;4864;0.517;1364;1910;0.714;876.0;2927.0;3803.0;1949;633.0;388.0;1295.0;1736;8862;LAL;2017
1375;2016-17;NBA;26;56;4;25.1;6-7;216.0;82;19705.0;3224;7164;0.45;730.0;2110.0;0.346;2494;5054;0.493;1397;1853;0.754;933.0;2636.0;3569.0;1716;674.0;320.0;1243.0;1698;8575;LAL;2016
1376;2015-16;NBA;17;65;5;26.5;6-7;219.0;82;19730.0;2880;6956;0.414;639.0;2016.0;0.317;2241;4940;0.454;1583;2028;0.781;878.0;2645.0;3523.0;1478;593.0;337.0;1124.0;1662;7982;LAL;2015
1377;2014-15;NBA;21;61;5;27.0;6-7;218.0;82;19930.0;3054;7020;0.435;532.0;1546.0;0.344;2522;5474;0.461;1433;1935;0.741;952.0;2647.0;3599.0;1715;578.0;366.0;1086.0;1741;8073;LAL;2014
1378;2013-14;NBA;27;55;5;26.8;6-7;214.0;82;19705.0;3139;6980;0.45;774.0;2032.0;0.381;2365;4948;0.478;1390;1835;0.757;745.0;2620.0;3365.0;2006;611.0;446.0;1239.0;1627;8442;LAL;2013
1379;2012-13;NBA;45;37;3;30.7;6-6;216.0;82;19755.0;3041;6640;0.458;715.0;2015.0;0.355;2326;4625;0.503;1584;2289;0.692;942.0;2732.0;3674.0;1818;576.0;429.0;1232.0;1467;8381;LAL;2012
1380;2011-12;NBA;41;25;1;29.7;6-7;226.0;66;16065.0;2429;5319;0.457;362.0;1112.0;0.326;2067;4207;0.491;1202;1589;0.756;799.0;2251.0;3050.0;1485;390.0;351.0;997.0;1109;6422;LAL;2011
1381;2010-11;NBA;57;25;1;30.2;6-7;220.0;82;19830.0;3128;6757;0.463;524.0;1487.0;0.352;2604;5270;0.494;1541;1979;0.779;989.0;2616.0;3605.0;1801;602.0;422.0;1073.0;1555;8321;LAL;2010
1382;2009-10;NBA;57;25;1;28.4;6-7;221.0;82;19830.0;3144;6875;0.457;532.0;1562.0;0.341;2612;5313;0.492;1519;1985;0.765;973.0;2662.0;3635.0;1730;612.0;400.0;1096.0;1592;8339;LAL;2009
1383;2008-09;NBA;65;17;1;27.4;6-7;216.0;82;19780.0;3307;6981;0.474;547.0;1516.0;0.361;2760;5465;0.505;1607;2087;0.77;1015.0;2587.0;3602.0;1908;718.0;420.0;1103.0;1698;8768;LAL;2008
1384;2007-08;NBA;57;25;1;26.7;6-7;219.0;82;19780.0;3248;6818;0.476;662.0;1751.0;0.378;2586;5067;0.51;1746;2270;0.769;898.0;2722.0;3620.0;2003;654.0;438.0;1156.0;1691;8904;LAL;2007
1385;2006-07;NBA;42;40;2;25.3;6-7;222.0;82;20030.0;3103;6664;0.466;608.0;1724.0;0.353;2495;4940;0.505;1660;2221;0.747;886.0;2495.0;3381.0;1850;600.0;421.0;1273.0;1889;8474;LAL;2006
1386;2005-06;NBA;45;37;3;25.1;6-8;222.0;82;19855.0;2992;6607;0.453;552.0;1583.0;0.349;2440;5024;0.486;1618;2172;0.745;970.0;2488.0;3458.0;1734;628.0;350.0;1143.0;1894;8154;LAL;2005
1387;2004-05;NBA;34;48;4;26.0;6-6;214.0;82;19780.0;2895;6629;0.437;644.0;1813.0;0.355;2251;4816;0.467;1661;2137;0.777;1028.0;2511.0;3539.0;1672;508.0;344.0;1176.0;1794;8095;LAL;2004
1388;2003-04;NBA;56;26;1;29.8;6-7;228.0;82;19855.0;3028;6676;0.454;365.0;1115.0;0.327;2663;5561;0.479;1631;2352;0.693;1001.0;2535.0;3536.0;1948;682.0;379.0;1132.0;1732;8052;LAL;2003
