;Season;Lg;W;L;Finish;Age;Ht.;Wt.;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Year
0;2022-23;NBA;57;25;1;27.4;6-6;222.0;82;19980.0;3460;7278;0.475;1315.0;3492.0;0.377;2145;3786;0.567;1436;1769;0.812;796.0;2921.0;3717.0;2186;521.0;430.0;1095.0;1542;9671;BOS;2022
1;2021-22;NBA;51;31;1;26.1;6-5;218.0;82;19905.0;3341;7167;0.466;1085.0;3044.0;0.356;2256;4123;0.547;1397;1713;0.816;863.0;2915.0;3778.0;2036;591.0;478.0;1118.0;1521;9164;BOS;2021
2;2020-21;NBA;36;36;4;25.1;6-5;220.0;72;17380.0;2985;6401;0.466;979.0;2618.0;0.374;2006;3783;0.53;1160;1496;0.775;765.0;2421.0;3186.0;1689;556.0;383.0;1012.0;1471;8109;BOS;2020
3;2019-20;NBA;48;24;2;25.3;6-5;221.0;72;17430.0;2971;6448;0.461;905.0;2487.0;0.364;2066;3961;0.522;1336;1668;0.801;768.0;2549.0;3317.0;1655;595.0;406.0;995.0;1553;8183;BOS;2019
4;2018-19;NBA;49;33;3;25.7;6-6;221.0;82;19780.0;3451;7423;0.465;1032.0;2829.0;0.365;2419;4594;0.527;1282;1598;0.802;804.0;2849.0;3653.0;2155;706.0;435.0;1052.0;1670;9216;BOS;2018
5;2017-18;NBA;55;27;2;24.7;6-6;221.0;82;19805.0;3141;6975;0.45;939.0;2492.0;0.377;2202;4483;0.491;1308;1697;0.771;767.0;2878.0;3645.0;1842;604.0;373.0;1149.0;1618;8529;BOS;2017
6;2016-17;NBA;53;29;1;25.9;6-5;219.0;82;19755.0;3168;6978;0.454;985.0;2742.0;0.359;2183;4236;0.515;1536;1903;0.807;744.0;2698.0;3442.0;2069;617.0;340.0;1088.0;1686;8857;BOS;2016
7;2015-16;NBA;48;34;2;25.2;6-5;220.0;82;19780.0;3216;7318;0.439;717.0;2142.0;0.335;2499;5176;0.483;1520;1929;0.788;950.0;2733.0;3683.0;1981;752.0;348.0;1127.0;1796;8669;BOS;2015
8;2014-15;NBA;40;42;2;25.0;6-6;221.0;82;19880.0;3193;7211;0.443;660.0;2021.0;0.327;2533;5190;0.488;1266;1678;0.754;910.0;2685.0;3595.0;2009;674.0;294.0;1133.0;1738;8312;BOS;2014
9;2013-14;NBA;25;57;4;25.4;6-6;221.0;82;19730.0;2996;6883;0.435;575.0;1729.0;0.333;2421;5154;0.47;1325;1706;0.777;980.0;2505.0;3485.0;1726;584.0;343.0;1261.0;1743;7892;BOS;2013
10;2012-13;NBA;41;40;3;29.1;6-6;214.0;81;19840.0;3001;6459;0.465;498.0;1390.0;0.358;2503;5069;0.494;1318;1698;0.776;654.0;2533.0;3187.0;1843;667.0;365.0;1181.0;1717;7818;BOS;2012
11;2011-12;NBA;39;27;1;29.3;6-6;213.0;66;15940.0;2341;5086;0.46;363.0;988.0;0.367;1978;4098;0.483;1017;1308;0.778;509.0;2051.0;2560.0;1557;498.0;362.0;979.0;1315;6062;BOS;2011
12;2010-11;NBA;56;26;1;29.5;6-6;223.0;82;19780.0;3023;6219;0.486;408.0;1119.0;0.365;2615;5100;0.513;1459;1895;0.77;639.0;2542.0;3181.0;1921;676.0;344.0;1195.0;1678;7913;BOS;2010
13;2009-10;NBA;50;32;1;29.4;6-6;219.0;82;19780.0;3039;6294;0.483;499.0;1433.0;0.348;2540;4861;0.523;1559;2090;0.746;716.0;2449.0;3165.0;1930;701.0;402.0;1219.0;1816;8136;BOS;2009
14;2008-09;NBA;62;20;1;27.8;6-6;222.0;82;19880.0;3075;6333;0.486;538.0;1355.0;0.397;2537;4978;0.51;1587;2075;0.765;869.0;2586.0;3455.0;1862;621.0;387.0;1280.0;1897;8275;BOS;2008
15;2007-08;NBA;66;16;1;27.9;6-6;220.0;82;19755.0;2986;6286;0.475;596.0;1564.0;0.381;2390;4722;0.506;1677;2176;0.771;830.0;2615.0;3445.0;1833;696.0;379.0;1246.0;1864;8245;BOS;2007
16;2006-07;NBA;24;58;5;23.5;6-6;221.0;82;19855.0;2858;6454;0.443;471.0;1283.0;0.367;2387;5171;0.462;1670;2178;0.767;918.0;2391.0;3309.0;1630;589.0;382.0;1350.0;1971;7857;BOS;2006
17;2005-06;NBA;33;49;3;25.3;6-7;227.0;82;19880.0;2951;6322;0.467;467.0;1290.0;0.362;2484;5032;0.494;1664;2204;0.755;813.0;2432.0;3245.0;1716;578.0;422.0;1359.0;2033;8033;BOS;2005
18;2004-05;NBA;45;37;1;27.1;6-7;218.0;82;19880.0;3046;6511;0.468;437.0;1252.0;0.349;2609;5259;0.496;1775;2323;0.764;909.0;2438.0;3347.0;1810;667.0;423.0;1297.0;2000;8304;BOS;2004
19;2003-04;NBA;36;46;4;26.4;6-7;218.0;82;19705.0;2843;6415;0.443;553.0;1599.0;0.346;2290;4816;0.475;1572;2095;0.75;851.0;2440.0;3291.0;1683;770.0;331.0;1332.0;1837;7811;BOS;2003
20;2002-03;NBA;44;38;3;26.9;6-6;218.0;82;19830.0;2700;6509;0.415;719.0;2155.0;0.334;1981;4354;0.455;1480;1994;0.742;849.0;2471.0;3320.0;1575;720.0;303.0;1147.0;1758;7599;BOS;2002
21;2001-02;NBA;49;33;2;26.2;6-6;220.0;82;19830.0;2852;6731;0.424;699.0;1946.0;0.359;2153;4785;0.45;1498;1960;0.764;891.0;2570.0;3461.0;1722;793.0;292.0;1114.0;1776;7901;BOS;2001
22;2000-01;NBA;36;46;5;25.9;6-6;221.0;82;19830.0;2773;6485;0.428;592.0;1633.0;0.363;2181;4852;0.45;1621;2190;0.74;897.0;2367.0;3264.0;1708;769.0;336.0;1285.0;1952;7759;BOS;2000
23;1999-00;NBA;35;47;5;25.4;6-6;218.0;82;19730.0;3054;6880;0.444;417.0;1260.0;0.331;2637;5620;0.469;1621;2175;0.745;1108.0;2420.0;3528.0;1741;795.0;286.0;1259.0;2223;8146;BOS;1999
24;1998-99;NBA;19;31;5;24.3;6-6;215.0;50;12150.0;1816;4164;0.436;273.0;758.0;0.36;1543;3406;0.453;745;1077;0.692;680.0;1458.0;2138.0;1073;453.0;255.0;807.0;1193;4650;BOS;1998
25;1997-98;NBA;36;46;6;23.9;6-6;209.0;82;19730.0;3012;6934;0.434;415.0;1249.0;0.332;2597;5685;0.457;1425;1964;0.726;1196.0;2044.0;3240.0;1816;987.0;366.0;1330.0;2203;7864;BOS;1997
26;1996-97;NBA;15;67;7;26.1;6-6;211.0;82;19905.0;3066;6967;0.44;467.0;1331.0;0.351;2599;5636;0.461;1649;2199;0.75;1095.0;2188.0;3283.0;1792;810.0;315.0;1342.0;1915;8248;BOS;1996
27;1995-96;NBA;33;49;5;26.3;6-5;208.0;82;19905.0;3163;6942;0.456;539.0;1453.0;0.371;2624;5489;0.478;1630;2284;0.714;1050.0;2427.0;3477.0;1792;653.0;406.0;1302.0;2041;8495;BOS;1995
28;1994-95;NBA;35;47;3;27.2;6-6;207.0;82;19805.0;3179;6847;0.464;362.0;984.0;0.368;2817;5863;0.48;1708;2268;0.753;1156.0;2320.0;3476.0;1783;612.0;361.0;1305.0;1975;8428;BOS;1994
29;1993-94;NBA;32;50;5;27.8;6-6;204.0;82;19905.0;3333;7057;0.472;138.0;477.0;0.289;3195;6580;0.486;1463;2003;0.73;1037.0;2380.0;3417.0;1928;674.0;440.0;1242.0;1849;8267;BOS;1993
30;1992-93;NBA;48;34;2;28.6;6-6;206.0;82;19780.0;3453;7093;0.487;110.0;383.0;0.287;3343;6710;0.498;1486;1912;0.777;1076.0;2436.0;3512.0;1999;647.0;458.0;1174.0;1862;8502;BOS;1992
31;1991-92;NBA;51;31;1;29.2;6-6;207.0;82;19780.0;3543;7196;0.492;110.0;359.0;0.306;3433;6837;0.502;1549;1917;0.808;1095.0;2583.0;3678.0;2072;636.0;484.0;1165.0;1686;8745;BOS;1991
32;1990-91;NBA;56;26;1;28.2;6-7;205.0;82;19805.0;3695;7214;0.512;109.0;346.0;0.315;3586;6868;0.522;1646;1997;0.824;1088.0;2697.0;3785.0;2160;672.0;565.0;1320.0;1695;9145;BOS;1990
33;1989-90;NBA;52;30;2;30.2;6-7;209.0;82;19705.0;3563;7148;0.498;106.0;404.0;0.262;3457;6744;0.513;1791;2153;0.832;1066.0;2707.0;3773.0;2423;539.0;455.0;1256.0;1717;9023;BOS;1989
34;1988-89;NBA;42;40;3;28.5;6-7;204.0;82;19780.0;3520;7143;0.493;78.0;309.0;0.252;3442;6834;0.504;1840;2349;0.783;1179.0;2442.0;3621.0;2189;639.0;418.0;1336.0;1876;8958;BOS;1988
35;1987-88;NBA;57;25;1;29.8;6-7;205.0;82;19780.0;3599;6905;0.521;271.0;705.0;0.384;3328;6200;0.537;1846;2300;0.803;930.0;2440.0;3370.0;2448;620.0;415.0;1304.0;1804;9315;BOS;1987
36;1986-87;NBA;59;23;1;29.4;6-7;205.0;82;19805.0;3645;7051;0.517;207.0;565.0;0.366;3438;6486;0.53;1740;2153;0.808;933.0;2585.0;3518.0;2421;561.0;526.0;1300.0;1710;9237;BOS;1986
37;1985-86;NBA;67;15;1;29.3;6-7;204.0;82;19855.0;3718;7312;0.508;138.0;393.0;0.351;3580;6919;0.517;1785;2248;0.794;1054.0;2753.0;3807.0;2387;641.0;511.0;1360.0;1756;9359;BOS;1985
38;1984-85;NBA;63;19;1;28.5;6-7;205.0;82;19705.0;3721;7325;0.508;110.0;309.0;0.356;3611;7016;0.515;1860;2307;0.806;1116.0;2630.0;3746.0;2287;645.0;414.0;1332.0;1781;9412;BOS;1984
39;1983-84;NBA;62;20;1;28.0;6-7;204.0;82;19955.0;3616;7235;0.5;55.0;229.0;0.24;3561;7006;0.508;1907;2407;0.792;1159.0;2538.0;3697.0;2122;673.0;430.0;1420.0;1949;9194;BOS;1983
40;1982-83;NBA;56;26;2;27.3;6-6;201.0;82;19830.0;3711;7547;0.492;39.0;186.0;0.21;3672;7361;0.499;1730;2348;0.737;1273.0;2532.0;3805.0;2216;789.0;521.0;1541.0;2062;9191;BOS;1982
41;1981-82;NBA;63;19;1;27.3;6-7;202.0;82;19780.0;3657;7334;0.499;49.0;184.0;0.266;3608;7150;0.505;1817;2457;0.74;1253.0;2489.0;3742.0;2126;652.0;568.0;1452.0;2014;9180;BOS;1981
42;1980-81;NBA;62;20;1;27.0;6-7;200.0;82;19780.0;3581;7099;0.504;65.0;241.0;0.27;3516;6858;0.513;1781;2369;0.752;1155.0;2424.0;3579.0;2202;683.0;594.0;1577.0;1990;9008;BOS;1980
43;1979-80;NBA;61;21;1;27.3;6-6;201.0;82;19880.0;3617;7387;0.49;162.0;422.0;0.384;3455;6965;0.496;1907;2449;0.779;1227.0;2457.0;3684.0;2198;809.0;308.0;1539.0;1974;9303;BOS;1979
44;1978-79;NBA;29;53;5;27.5;6-6;202.0;82;19680.0;3527;7347;0.48;;;;3527;7347;0.48;1820;2321;0.784;1119.0;2396.0;3515.0;1995;710.0;283.0;1713.0;1977;8874;BOS;1978
45;1977-78;NBA;32;50;3;29.7;6-6;207.0;82;19830.0;3494;7635;0.458;;;;3494;7635;0.458;1682;2159;0.779;1235.0;2850.0;4085.0;1969;643.0;295.0;1652.0;2033;8670;BOS;1977
46;1976-77;NBA;44;38;2;28.7;6-6;208.0;82;19830.0;3462;7775;0.445;;;;3462;7775;0.445;1648;2181;0.756;1241.0;2966.0;4207.0;2010;506.0;263.0;1673.0;2039;8572;BOS;1976
47;1975-76;NBA;54;28;1;29.0;6-5;203.0;82;19755.0;3527;7901;0.446;;;;3527;7901;0.446;1654;2120;0.78;1369.0;2972.0;4341.0;1980;561.0;260.0;1609.0;2002;8708;BOS;1975
48;1974-75;NBA;60;22;1;29.1;6-5;208.0;82;19755.0;3587;7825;0.458;;;;3587;7825;0.458;1560;1971;0.791;1315.0;2949.0;4264.0;2159;662.0;288.0;1625.0;1913;8734;BOS;1974
49;1973-74;NBA;56;26;1;28.5;6-5;209.0;82;19780.0;3630;7969;0.456;;;;3630;7969;0.456;1677;2097;0.8;1378.0;3074.0;4452.0;2187;561.0;305.0;1796.0;1868;8937;BOS;1973
50;1972-73;NBA;68;14;1;28.0;6-5;209.0;82;19730.0;3811;8511;0.448;;;;3811;8511;0.448;1616;2073;0.78;;;4802.0;2320;;;;1805;9238;BOS;1972
51;1971-72;NBA;56;26;1;27.6;6-5;208.0;82;19730.0;3819;8431;0.453;;;;3819;8431;0.453;1839;2367;0.777;;;4462.0;2230;;;;2030;9477;BOS;1971
52;1970-71;NBA;44;38;3;26.2;6-6;210.0;82;19780.0;3804;8616;0.442;;;;3804;8616;0.442;2000;2648;0.755;;;4833.0;2052;;;;2138;9608;BOS;1970
53;1969-70;NBA;34;48;6;28.4;6-5;206.0;82;19780.0;3645;8235;0.443;;;;3645;8235;0.443;2132;2711;0.786;;;4336.0;1875;;;;2320;9422;BOS;1969
54;1968-69;NBA;48;34;4;30.5;6-5;203.0;82;19830.0;3583;8316;0.431;;;;3583;8316;0.431;1936;2657;0.729;;;4840.0;1953;;;;2073;9102;BOS;1968
55;1967-68;NBA;54;28;2;29.5;6-5;205.0;82;19705.0;3686;8371;0.44;;;;3686;8371;0.44;2151;2983;0.721;;;5666.0;1798;;;;2147;9523;BOS;1967
56;1966-67;NBA;60;21;2;29.6;6-5;206.0;81;19615.0;3724;8325;0.447;;;;3724;8325;0.447;2216;2963;0.748;;;5703.0;1962;;;;2138;9664;BOS;1966
57;1965-66;NBA;54;26;2;28.8;6-5;208.0;80;19225.0;3488;8367;0.417;;;;3488;8367;0.417;2038;2758;0.739;;;5591.0;1795;;;;2012;9014;BOS;1965
58;1964-65;NBA;62;18;1;28.3;6-5;209.0;80;19275.0;3567;8609;0.414;;;;3567;8609;0.414;1890;2587;0.731;;;5748.0;1772;;;;2065;9024;BOS;1964
59;1963-64;NBA;59;21;1;28.4;6-5;208.0;80;;3619;8770;0.413;;;;3619;8770;0.413;1804;2489;0.725;;;5736.0;1760;;;;2125;9042;BOS;1963
60;1962-63;NBA;58;22;1;28.3;6-5;204.0;80;;3746;8779;0.427;;;;3746;8779;0.427;2012;2777;0.725;;;5818.0;1960;;;;2090;9504;BOS;1962
61;1961-62;NBA;60;20;1;27.9;6-5;203.0;80;;3855;9109;0.423;;;;3855;9109;0.423;1977;2715;0.728;;;6080.0;2049;;;;1909;9687;BOS;1961
62;1960-61;NBA;57;22;1;28.3;6-4;202.0;79;;3699;9295;0.398;;;;3699;9295;0.398;2062;2804;0.735;;;6131.0;1872;;;;2032;9460;BOS;1960
63;1959-60;NBA;59;16;1;27.5;6-4;202.0;75;;3744;8971;0.417;;;;3744;8971;0.417;1849;2519;0.734;;;6014.0;1849;;;;1856;9337;BOS;1959
64;1958-59;NBA;52;20;1;27.1;6-4;200.0;72;;3208;8116;0.395;;;;3208;8116;0.395;1963;2563;0.766;;;5601.0;1568;;;;1769;8379;BOS;1958
65;1957-58;NBA;49;23;1;27.6;6-4;197.0;72;;3006;7759;0.387;;;;3006;7759;0.387;1904;2585;0.737;;;5402.0;1508;;;;1723;7916;BOS;1957
66;1956-57;NBA;44;28;1;27.0;6-4;201.0;72;;2808;7326;0.383;;;;2808;7326;0.383;1983;2644;0.75;;;4963.0;1464;;;;1851;7599;BOS;1956
67;1955-56;NBA;39;33;2;26.9;6-4;196.0;72;;2745;6913;0.397;;;;2745;6913;0.397;2142;2785;0.769;;;4583.0;1834;;;;1874;7632;BOS;1955
68;1954-55;NBA;36;36;3;26.8;6-4;194.0;72;;2604;6533;0.399;;;;2604;6533;0.399;2097;2704;0.776;;;4293.0;1905;;;;1859;7305;BOS;1954
69;1953-54;NBA;42;30;3;26.4;6-4;189.0;72;;2232;5580;0.4;;;;2232;5580;0.4;1851;2550;0.726;;;3867.0;1773;;;;1969;6315;BOS;1953
70;1952-53;NBA;46;25;3;25.5;6-4;192.0;71;;2177;5555;0.392;;;;2177;5555;0.392;1904;2617;0.728;;;3865.0;1666;;;;1911;6258;BOS;1952
71;1951-52;NBA;39;27;2;25.0;6-4;191.0;66;;2131;5510;0.387;;;;2131;5510;0.387;1765;2406;0.734;;;3750.0;1606;;;;1734;6027;BOS;1951
72;1950-51;NBA;39;30;2;;;;69;;2065;5607;0.368;;;;2065;5607;0.368;1751;2415;0.725;;;3499.0;1579;;;;1881;5881;BOS;1950
73;1949-50;NBA;22;46;6;;;;68;;1945;5756;0.338;;;;1945;5756;0.338;1530;2163;0.707;;;;1473;;;;1644;5420;BOS;1949
77;2022-23;NBA;58;24;1;29.8;6-6;225.0;82;19830.0;3504;7411;0.473;1217.0;3306.0;0.368;2287;4105;0.557;1364;1837;0.743;914.0;3074.0;3988.0;2115;521.0;403.0;1199.0;1481;9589;MIL;2022
78;2021-22;NBA;51;31;1;28.5;6-6;220.0;82;19755.0;3429;7331;0.468;1153.0;3151.0;0.366;2276;4180;0.544;1459;1881;0.776;840.0;2990.0;3830.0;1960;623.0;326.0;1100.0;1494;9470;MIL;2021
79;2020-21;NBA;46;26;1;28.1;6-6;225.0;72;17330.0;3221;6610;0.487;1038.0;2669.0;0.389;2183;3941;0.554;1169;1539;0.76;741.0;2724.0;3465.0;1834;585.0;334.0;995.0;1244;8649;MIL;2020
80;2019-20;NBA;56;17;1;29.2;6-6;228.0;73;17595.0;3160;6638;0.476;1007.0;2840.0;0.355;2153;3798;0.567;1336;1800;0.742;691.0;3083.0;3774.0;1889;526.0;429.0;1102.0;1431;8663;MIL;2019
81;2018-19;NBA;60;22;1;26.9;6-7;227.0;82;19780.0;3555;7471;0.476;1105.0;3134.0;0.353;2450;4337;0.565;1471;1904;0.773;762.0;3316.0;4078.0;2136;615.0;486.0;1137.0;1608;9686;MIL;2018
82;2017-18;NBA;44;38;3;25.9;6-7;218.0;82;19830.0;3257;6807;0.478;718.0;2024.0;0.355;2539;4783;0.531;1499;1915;0.783;688.0;2579.0;3267.0;1905;722.0;443.0;1134.0;1752;8731;MIL;2017
83;2016-17;NBA;42;40;2;25.6;6-7;223.0;82;19780.0;3182;6715;0.474;720.0;1946.0;0.37;2462;4769;0.516;1413;1839;0.768;723.0;2589.0;3312.0;1984;666.0;436.0;1145.0;1660;8497;MIL;2016
84;2015-16;NBA;33;49;5;23.5;6-8;228.0;82;19830.0;3145;6740;0.467;440.0;1277.0;0.345;2705;5463;0.495;1392;1863;0.747;858.0;2559.0;3417.0;1895;672.0;475.0;1247.0;1695;8122;MIL;2015
85;2014-15;NBA;41;41;3;24.6;6-7;216.0;82;19930.0;3083;6722;0.459;545.0;1500.0;0.363;2538;5222;0.486;1312;1734;0.757;876.0;2574.0;3450.0;1932;789.0;403.0;1373.0;1814;8023;MIL;2014
86;2013-14;NBA;15;67;5;24.7;6-7;214.0;82;19880.0;2952;6737;0.438;548.0;1553.0;0.353;2404;5184;0.464;1377;1843;0.747;971.0;2399.0;3370.0;1760;541.0;403.0;1238.0;1713;7829;MIL;2013
87;2012-13;NBA;38;44;3;26.4;6-6;209.0;82;19830.0;3128;7197;0.435;601.0;1670.0;0.36;2527;5527;0.457;1251;1700;0.736;1068.0;2537.0;3605.0;1876;685.0;550.0;1156.0;1554;8108;MIL;2012
88;2011-12;NBA;31;35;3;26.2;6-6;213.0;66;15865.0;2502;5652;0.443;436.0;1265.0;0.345;2066;4387;0.471;1095;1415;0.774;820.0;1983.0;2803.0;1550;548.0;335.0;929.0;1273;6535;MIL;2011
89;2010-11;NBA;35;47;3;26.7;6-6;214.0;82;19830.0;2814;6544;0.43;483.0;1414.0;0.342;2331;5130;0.454;1423;1881;0.757;862.0;2480.0;3342.0;1545;617.0;399.0;1103.0;1682;7534;MIL;2010
90;2009-10;NBA;46;36;2;26.4;6-6;214.0;82;19980.0;3050;6998;0.436;645.0;1813.0;0.356;2405;5185;0.464;1264;1675;0.755;965.0;2560.0;3525.0;1740;580.0;385.0;1085.0;1823;8009;MIL;2009
91;2008-09;NBA;34;48;5;26.3;6-6;217.0;82;19780.0;3009;6755;0.445;511.0;1408.0;0.363;2498;5347;0.467;1613;2067;0.78;973.0;2367.0;3340.0;1802;609.0;308.0;1154.0;1986;8142;MIL;2008
92;2007-08;NBA;26;56;5;25.8;6-7;220.0;82;19855.0;3026;6745;0.449;452.0;1313.0;0.344;2574;5432;0.474;1452;1980;0.733;1055.0;2363.0;3418.0;1760;544.0;361.0;1210.0;1748;7956;MIL;2007
93;2006-07;NBA;28;54;5;26.0;6-5;215.0;82;19855.0;3121;6714;0.465;524.0;1472.0;0.356;2597;5242;0.495;1406;1919;0.733;941.0;2272.0;3213.0;1771;587.0;224.0;1240.0;1821;8172;MIL;2006
94;2005-06;NBA;40;42;5;25.5;6-6;215.0;82;19855.0;2976;6566;0.453;507.0;1335.0;0.38;2469;5231;0.472;1561;2115;0.738;929.0;2448.0;3377.0;1769;597.0;270.0;1197.0;1902;8020;MIL;2005
95;2004-05;NBA;30;52;5;26.9;6-7;217.0;82;19780.0;2964;6580;0.45;325.0;925.0;0.351;2639;5655;0.467;1720;2229;0.772;985.0;2405.0;3390.0;1720;529.0;289.0;1132.0;1797;7973;MIL;2004
96;2003-04;NBA;41;41;4;26.5;6-7;216.0;82;19780.0;2970;6650;0.447;401.0;1145.0;0.35;2569;5505;0.467;1698;2192;0.775;960.0;2502.0;3462.0;1872;554.0;383.0;1110.0;1668;8039;MIL;2003
97;2002-03;NBA;42;40;4;29.3;6-7;217.0;82;19905.0;3045;6670;0.457;585.0;1526.0;0.383;2460;5144;0.478;1483;1911;0.776;876.0;2367.0;3243.0;1823;622.0;344.0;1044.0;1820;8158;MIL;2002
98;2001-02;NBA;41;41;5;28.9;6-6;222.0;82;19905.0;3041;6577;0.462;593.0;1583.0;0.375;2448;4994;0.49;1321;1767;0.748;841.0;2557.0;3398.0;1847;596.0;388.0;1157.0;1788;7996;MIL;2001
99;2000-01;NBA;52;30;1;28.2;6-6;216.0;82;19780.0;3112;6798;0.458;562.0;1481.0;0.379;2550;5317;0.48;1474;1874;0.787;975.0;2500.0;3475.0;1844;672.0;386.0;1123.0;1928;8260;MIL;2000
100;1999-00;NBA;42;40;5;28.2;6-7;217.0;82;19855.0;3174;6827;0.465;394.0;1069.0;0.369;2780;5758;0.483;1558;1982;0.786;1016.0;2373.0;3389.0;1852;671.0;381.0;1230.0;2020;8300;MIL;1999
101;1998-99;NBA;28;22;4;28.3;6-6;216.0;50;12050.0;1753;3818;0.459;231.0;619.0;0.373;1522;3199;0.476;847;1155;0.733;570.0;1369.0;1939.0;1030;442.0;202.0;719.0;1142;4584;MIL;1998
102;1997-98;NBA;36;46;7;27.6;6-6;215.0;82;19930.0;2918;6399;0.456;249.0;703.0;0.354;2669;5696;0.469;1663;2167;0.767;1035.0;2236.0;3271.0;1649;733.0;357.0;1383.0;1915;7748;MIL;1997
103;1996-97;NBA;33;49;7;27.3;6-6;210.0;82;19730.0;2967;6303;0.471;324.0;920.0;0.352;2643;5383;0.491;1560;2104;0.741;955.0;2263.0;3218.0;1610;632.0;348.0;1285.0;1892;7818;MIL;1996
104;1995-96;NBA;25;57;7;27.5;6-6;210.0;82;19730.0;3034;6490;0.467;357.0;1056.0;0.338;2677;5434;0.493;1412;1914;0.738;973.0;2164.0;3137.0;1755;582.0;307.0;1295.0;1943;7837;MIL;1995
105;1994-95;NBA;34;48;6;25.7;6-7;208.0;82;19855.0;3022;6586;0.459;494.0;1349.0;0.366;2528;5237;0.483;1608;2259;0.712;1063.0;2187.0;3250.0;1737;674.0;359.0;1393.0;1858;8146;MIL;1994
106;1993-94;NBA;20;62;6;26.1;6-6;209.0;82;19705.0;3044;6807;0.447;331.0;1019.0;0.325;2713;5788;0.469;1530;2181;0.702;1126.0;2154.0;3280.0;1946;800.0;407.0;1343.0;1821;7949;MIL;1993
107;1992-93;NBA;28;54;7;26.9;6-6;210.0;82;19730.0;3268;6924;0.472;312.0;936.0;0.333;2956;5988;0.494;1544;2081;0.742;1050.0;2113.0;3163.0;2084;863.0;393.0;1363.0;1978;8392;MIL;1992
108;1991-92;NBA;31;51;6;30.2;6-6;207.0;82;19880.0;3321;7216;0.46;371.0;1005.0;0.369;2950;6211;0.475;1596;2104;0.759;1297.0;2172.0;3469.0;2018;863.0;317.0;1350.0;1904;8609;MIL;1991
109;1990-91;NBA;48;34;3;29.3;6-6;210.0;82;19855.0;3337;6948;0.48;257.0;753.0;0.341;3080;6195;0.497;1796;2241;0.801;1079.0;2162.0;3241.0;2075;894.0;330.0;1321.0;2033;8727;MIL;1990
110;1989-90;NBA;44;38;3;28.1;6-7;207.0;82;19830.0;3380;7146;0.473;209.0;670.0;0.312;3171;6476;0.49;1722;2273;0.758;1108.0;2246.0;3354.0;2046;826.0;326.0;1315.0;2086;8691;MIL;1989
111;1988-89;NBA;49;33;4;28.5;6-7;208.0;82;19755.0;3399;7167;0.474;179.0;567.0;0.316;3220;6600;0.488;1955;2382;0.821;1133.0;2272.0;3405.0;2071;821.0;323.0;1305.0;1953;8932;MIL;1988
112;1987-88;NBA;42;40;4;28.6;6-7;208.0;82;19780.0;3366;7079;0.475;133.0;410.0;0.324;3233;6669;0.485;1832;2364;0.775;1117.0;2335.0;3452.0;2194;671.0;380.0;1275.0;1989;8697;MIL;1987
113;1986-87;NBA;50;32;3;27.7;6-6;205.0;82;19780.0;3457;7282;0.475;185.0;572.0;0.323;3272;6710;0.488;1953;2549;0.766;1119.0;2322.0;3441.0;2044;845.0;393.0;1260.0;2180;9052;MIL;1986
114;1985-86;NBA;57;25;1;26.0;6-6;206.0;82;19805.0;3601;7310;0.493;125.0;382.0;0.327;3476;6928;0.502;2063;2701;0.764;1189.0;2420.0;3609.0;2158;805.0;460.0;1369.0;2210;9390;MIL;1985
115;1984-85;NBA;59;23;1;25.7;6-6;208.0;82;19805.0;3564;7256;0.491;89.0;294.0;0.303;3475;6962;0.499;1873;2473;0.757;1256.0;2353.0;3609.0;2164;689.0;486.0;1382.0;2239;9090;MIL;1984
116;1983-84;NBA;50;32;1;28.4;6-6;208.0;82;19905.0;3432;6970;0.492;59.0;232.0;0.254;3373;6738;0.501;1743;2354;0.74;1135.0;2385.0;3520.0;2113;642.0;489.0;1415.0;2167;8666;MIL;1983
117;1982-83;NBA;51;31;1;28.1;6-6;206.0;82;19830.0;3486;7133;0.489;37.0;169.0;0.219;3449;6964;0.495;1731;2299;0.753;1095.0;2477.0;3572.0;2116;662.0;532.0;1447.0;2131;8740;MIL;1982
118;1981-82;NBA;55;27;1;27.3;6-6;207.0;82;19805.0;3544;7015;0.505;49.0;164.0;0.299;3495;6851;0.51;1753;2329;0.753;1167.0;2415.0;3582.0;2233;763.0;455.0;1589.0;2281;8890;MIL;1981
119;1980-81;NBA;60;22;1;26.6;6-6;204.0;82;19755.0;3722;7472;0.498;30.0;131.0;0.229;3692;7341;0.503;1802;2340;0.77;1261.0;2408.0;3669.0;2319;862.0;530.0;1581.0;2198;9276;MIL;1980
120;1979-80;NBA;49;33;1;25.3;6-6;206.0;82;19805.0;3685;7553;0.488;50.0;155.0;0.323;3635;7398;0.491;1605;2102;0.764;1245.0;2396.0;3641.0;2277;778.0;510.0;1496.0;1937;9025;MIL;1979
121;1978-79;NBA;38;44;3;24.8;6-6;206.0;82;19880.0;3906;7773;0.503;;;;3906;7773;0.503;1541;2021;0.762;1157.0;2370.0;3527.0;2562;862.0;435.0;1574.0;2106;9353;MIL;1978
122;1977-78;NBA;44;38;2;23.8;6-6;204.0;82;19980.0;3801;7883;0.482;;;;3801;7883;0.482;1612;2220;0.726;1239.0;2480.0;3719.0;2306;867.0;472.0;1680.0;2038;9214;MIL;1977
